,location,bhk,total_sqft,bath,price,encoded_loc
7746,Kadugodi,3,1430.0,2.0,55.0,121
7747,Marathahalli,2,1240.0,2.0,55.0,165
7748,Garudachar Palya,3,1325.0,2.0,60.8,82
7749,Thanisandra,2,1230.0,2.0,44.0,218
7750,Uttarahalli,3,1330.0,2.0,46.45,225
7751,Haralur Road,2,1243.0,2.0,46.0,93
7752,Banashankari Stage III,3,1500.0,2.0,100.0,31
7753,Cox Town,2,1073.0,2.0,72.0,65
7754,Kudlu,2,1300.0,2.0,56.0,151
7755,Electronic City,2,1065.0,2.0,30.75,77
7756,Whitefield,2,1216.0,2.0,66.88,234
7757,Jigani,3,1252.0,3.0,59.0,117
7758,Hormavu,2,1196.0,2.0,44.8,103
7759,Kudlu,2,1027.0,2.0,44.0,151
7760,others,3,1270.0,2.0,57.15,240
7761,Mico Layout,2,1171.0,2.0,39.0,168
7762,Kothannur,3,1215.0,2.0,48.6,149
7763,others,1,600.0,1.0,20.0,240
7764,Whitefield,2,1180.0,2.0,77.0,234
7765,Electronic City Phase II,2,1160.0,2.0,33.51,78
7766,Whitefield,3,2140.0,3.0,139.0,234
7767,Yeshwanthpur,3,1500.0,3.0,100.0,239
7768,Banaswadi,2,1008.0,2.0,52.0,34
7769,Ambedkar Nagar,3,1921.0,4.0,129.0,14
7770,Rajaji Nagar,3,1621.0,3.0,124.0,194
7771,others,3,1030.0,2.0,77.25,240
7772,Whitefield,2,1314.0,2.0,84.0,234
7773,Choodasandra,3,1220.0,3.0,56.0,63
7774,JP Nagar,3,1590.0,2.0,85.0,113
7775,Shivaji Nagar,2,703.0,2.0,49.5,209
7776,Hosakerehalli,3,1795.0,3.0,64.62,105
7777,Gottigere,4,3000.0,3.0,132.0,85
7778,Sarjapur  Road,4,4395.0,4.0,242.0,203
7779,Electronic City,2,825.0,2.0,35.0,77
7780,others,3,1254.0,2.0,70.0,240
7781,Ramagondanahalli,3,2040.0,3.0,114.0,196
7782,Thigalarapalya,3,2215.0,4.0,154.0,219
7783,others,3,1820.0,3.0,79.5,240
7784,Horamavu Agara,3,1623.0,3.0,89.0,101
7785,Haralur Road,2,1243.0,2.0,46.0,93
7786,Electronic City,2,1200.0,2.0,40.5,77
7787,Gottigere,3,1613.0,3.0,72.0,85
7788,others,2,1293.0,2.0,80.0,240
7789,Kudlu Gate,2,940.0,2.0,69.57,152
7790,Sarjapur  Road,3,1181.0,2.0,65.0,203
7791,Marathahalli,1,1100.0,2.0,75.0,165
7792,others,2,1050.0,2.0,36.0,240
7793,Subramanyapura,3,1260.0,2.0,75.0,214
7794,others,3,1500.0,3.0,56.0,240
7795,others,2,1000.0,2.0,66.0,240
7796,Whitefield,3,1530.0,3.0,73.0,234
7797,HSR Layout,2,1140.0,2.0,46.0,92
7798,others,3,1864.0,3.0,115.0,240
7799,Sarjapur,3,1575.0,3.0,55.0,202
7800,Raja Rajeshwari Nagar,2,945.0,2.0,45.0,193
7801,Sarjapur  Road,3,1691.0,3.0,100.0,203
7802,Electronic City Phase II,3,1220.0,3.0,35.25,78
7803,Kengeri,1,600.0,1.0,35.0,139
7804,Whitefield,2,1160.0,2.0,39.0,234
7805,others,3,1950.0,2.0,89.5,240
7806,Vittasandra,3,1650.0,3.0,85.0,233
7807,others,4,2400.0,4.0,150.0,240
7808,Abbigere,2,795.0,1.0,32.6,11
7809,Kalyan nagar,3,2285.0,4.0,165.0,126
7810,Haralur Road,2,1243.0,2.0,46.0,93
7811,others,2,1263.0,2.0,51.5,240
7812,Hennur,3,1345.0,2.0,69.0,98
7813,others,5,4400.0,5.0,240.0,240
7814,Electronic City,3,1360.0,2.0,58.0,77
7815,Sarjapur  Road,2,1026.0,2.0,60.55,203
7816,others,2,1050.0,2.0,38.0,240
7817,Uttarahalli,3,1460.0,3.0,76.0,225
7818,others,3,1525.0,2.0,91.48,240
7819,Kanakpura Road,3,1843.0,3.0,85.0,131
7820,Koramangala,3,1642.0,2.0,115.0,148
7821,TC Palaya,3,1200.0,2.0,66.0,216
7822,others,2,975.0,2.0,60.0,240
7823,Bisuvanahalli,3,1075.0,2.0,44.0,49
7824,Panathur,2,1210.0,2.0,77.93,186
7825,others,3,2000.0,3.0,100.0,240
7826,Akshaya Nagar,2,1225.0,2.0,68.0,12
7827,Jakkur,2,1290.0,2.0,80.04,114
7828,others,2,1220.0,2.0,56.0,240
7829,others,1,1500.0,2.0,85.0,240
7830,Kaggadasapura,2,1361.0,2.0,79.0,122
7831,1st Phase JP Nagar,2,1394.0,2.0,85.0,1
7832,Yelahanka,2,870.0,2.0,27.0,236
7833,others,4,5000.0,5.0,300.0,240
7834,Rajaji Nagar,2,1222.0,2.0,98.0,194
7835,Hebbal,2,1420.0,2.0,99.39,95
7836,Bellandur,3,1846.0,3.0,135.0,43
7837,Yeshwanthpur,2,1167.0,2.0,64.08,239
7838,Kannamangala,4,2422.0,4.0,135.0,132
7839,Rachenahalli,2,1050.0,2.0,52.5,192
7840,others,2,1000.0,2.0,50.0,240
7841,Kundalahalli,2,1260.0,2.0,58.0,154
7842,Jigani,2,939.0,2.0,39.0,117
7843,Jalahalli,1,600.0,1.0,37.0,115
7844,8th Phase JP Nagar,2,1298.0,2.0,59.0,8
7845,Marathahalli,3,1710.0,3.0,135.0,165
7846,Subramanyapura,2,1000.0,2.0,45.0,214
7847,Ramagondanahalli,3,3350.0,3.0,150.0,196
7848,others,2,1100.0,2.0,68.0,240
7849,Jalahalli,1,615.0,1.0,46.0,115
7850,Sarjapur  Road,2,1350.0,2.0,85.0,203
7851,Sultan Palaya,4,5000.0,5.0,325.0,215
7852,Hegde Nagar,3,1718.0,3.0,130.0,97
7853,7th Phase JP Nagar,3,1680.0,3.0,112.0,7
7854,Hulimavu,2,1500.0,2.0,90.0,108
7855,Sarjapur  Road,3,1157.0,2.0,72.0,203
7856,Akshaya Nagar,2,1179.0,2.0,51.0,12
7857,Hulimavu,2,1315.0,2.0,60.48,108
7858,Jalahalli East,2,1010.0,2.0,52.0,116
7859,Electronic City,1,630.0,1.0,46.0,77
7860,Anekal,2,1200.0,2.0,36.1,18
7861,Kaval Byrasandra,2,1025.0,2.0,60.0,137
7862,Hennur Road,2,1195.0,2.0,59.0,99
7863,Whitefield,2,1012.0,2.0,58.0,234
7864,Hegde Nagar,3,1884.0,4.0,118.0,97
7865,Sarjapura - Attibele Road,2,1090.0,2.0,37.0,204
7866,Kathriguppe,3,1300.0,3.0,77.99,136
7867,Harlur,3,1710.0,3.0,85.0,94
7868,Uttarahalli,3,1500.0,3.0,68.0,225
7869,Kodichikkanahalli,3,1310.0,2.0,53.0,142
7870,Dommasandra,2,674.0,1.0,19.9,75
7871,Hoodi,3,1350.0,3.0,70.0,100
7872,others,3,1464.0,2.0,115.0,240
7873,Electronic City,3,1400.0,2.0,40.45,77
7874,Electronic City Phase II,3,1625.0,2.0,48.75,78
7875,Electronic City,2,1065.0,2.0,30.76,77
7876,others,3,1385.0,3.0,90.0,240
7877,CV Raman Nagar,2,1040.0,2.0,50.0,56
7878,Haralur Road,3,1817.0,3.0,110.0,93
7879,others,2,1205.0,2.0,47.0,240
7880,others,2,1070.0,2.0,33.43,240
7881,others,2,1070.0,2.0,52.0,240
7882,Amruthahalli,2,1340.0,2.0,75.0,15
7883,Kalena Agrahara,2,980.0,2.0,35.0,125
7884,8th Phase JP Nagar,2,1006.0,2.0,44.0,8
7885,Thanisandra,2,1098.0,2.0,71.0,218
7886,Mico Layout,2,1200.0,2.0,53.5,168
7887,Thigalarapalya,4,4190.0,4.0,325.0,219
7888,Sarjapur  Road,2,1019.0,2.0,62.0,203
7889,Whitefield,2,1150.0,2.0,40.21,234
7890,Anekal,3,1733.5,3.0,120.0,18
7891,others,3,1750.0,3.0,58.0,240
7892,others,3,1537.0,3.0,81.0,240
7893,others,2,1050.0,2.0,45.0,240
7894,Kanakpura Road,3,1452.0,3.0,55.6,131
7895,Domlur,2,1246.0,2.0,95.0,74
7896,Yelahanka,3,1890.0,4.0,85.0,236
7897,Electronic City Phase II,2,972.0,2.0,40.0,78
7898,Electronic City,1,630.0,1.0,33.7,77
7899,others,3,1255.0,2.0,60.0,240
7900,Doddaballapur,3,2440.0,3.0,142.0,71
7901,Kanakpura Road,3,1938.0,3.0,92.69,131
7902,Bannerghatta Road,3,1711.0,3.0,125.0,37
7903,CV Raman Nagar,2,1392.0,2.0,95.0,56
7904,Haralur Road,2,1225.0,2.0,77.0,93
7905,Sarjapur  Road,4,3418.0,3.0,235.0,203
7906,Green Glen Layout,3,1750.0,3.0,120.0,86
7907,Subramanyapura,3,1260.0,2.0,80.0,214
7908,Sarjapur  Road,1,691.0,1.0,31.1,203
7909,Haralur Road,2,1285.0,2.0,78.0,93
7910,Hebbal,3,1590.0,3.0,96.0,95
7911,9th Phase JP Nagar,3,1571.0,3.0,65.0,9
7912,Hebbal Kempapura,5,2800.0,5.0,220.0,96
7913,Garudachar Palya,2,1060.0,2.0,48.66,82
7914,Hennur,2,1255.0,2.0,58.0,98
7915,others,3,2400.0,2.0,185.0,240
7916,Bannerghatta Road,3,1520.0,2.0,81.0,37
7917,Kanakpura Road,3,1530.0,2.0,70.99,131
7918,others,2,1170.0,2.0,45.51,240
7919,OMBR Layout,3,1580.0,3.0,75.0,181
7920,Ardendale,3,1777.26,3.0,89.0,20
7921,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78,193
7922,Kodichikkanahalli,2,1680.0,2.0,59.0,142
7923,Whitefield,3,1495.0,2.0,70.0,234
7924,Yelahanka,3,1835.0,3.0,108.0,236
7925,others,2,1080.0,2.0,38.0,240
7926,Electronic City,2,1025.0,2.0,29.61,77
7927,Haralur Road,2,1225.0,2.0,67.48,93
7928,Balagere,1,656.0,1.0,34.77,28
7929,Sarjapur  Road,2,994.0,2.0,45.0,203
7930,others,2,1025.0,2.0,65.0,240
7931,Marathahalli,2,1156.0,2.0,52.0,165
7932,JP Nagar,2,1250.0,2.0,60.0,113
7933,Kundalahalli,4,3092.0,4.0,230.0,154
7934,Hegde Nagar,3,1930.0,4.0,122.0,97
7935,others,2,1020.0,2.0,70.0,240
7936,Kumaraswami Layout,3,1310.0,2.0,70.0,153
7937,Jalahalli,1,612.5,1.0,27.565,115
7938,Kanakpura Road,2,1322.0,2.0,70.0,131
7939,Kothanur,2,1160.0,2.0,57.0,150
7940,5th Block Hbr Layout,2,1100.0,2.0,48.0,4
7941,Hosur Road,3,1689.0,3.0,103.0,107
7942,Chikkalasandra,2,1090.0,2.0,47.42,62
7943,KR Puram,2,2000.0,2.0,75.0,119
7944,others,2,1155.0,2.0,69.0,240
7945,Vishveshwarya Layout,6,4000.0,6.0,230.0,231
7946,Sarjapur  Road,4,3913.0,5.0,176.0,203
7947,JP Nagar,2,1125.0,2.0,39.98,113
7948,Yelahanka,3,1847.0,3.0,92.0,236
7949,7th Phase JP Nagar,3,1515.0,2.0,76.0,7
7950,Yelahanka,5,2500.0,3.0,120.0,236
7951,Sarjapur  Road,2,1130.0,2.0,55.0,203
7952,Bellandur,2,1049.0,2.0,51.0,43
7953,Amruthahalli,3,2650.0,4.0,175.0,15
7954,Varthur Road,2,850.0,2.0,25.4,227
7955,Badavala Nagar,3,1842.0,3.0,115.0,27
7956,Jakkur,2,1282.0,2.0,72.0,114
7957,Kalena Agrahara,2,800.0,2.0,40.0,125
7958,Magadi Road,3,1318.0,2.0,68.0,159
7959,Kanakpura Road,2,1698.0,2.0,105.0,131
7960,others,3,1555.0,2.0,67.0,240
7961,Sarjapur  Road,3,1881.0,3.0,145.0,203
7962,Yelahanka,3,1890.0,3.0,109.0,236
7963,Old Madras Road,2,935.0,2.0,32.0,183
7964,Cox Town,2,1000.0,2.0,58.0,65
7965,Singasandra,3,1510.0,3.0,75.0,210
7966,Uttarahalli,2,1120.0,2.0,50.0,225
7967,Electronic City,3,1160.0,2.0,42.0,77
7968,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1,193
7969,Talaghattapura,2,1175.0,2.0,62.0,217
7970,Bellandur,3,1350.0,2.0,63.0,43
7971,others,4,2180.0,4.0,115.0,240
7972,Kasavanhalli,3,1715.0,3.0,112.0,134
7973,Hebbal,2,1072.0,2.0,45.0,95
7974,Panathur,2,1230.0,2.0,80.0,186
7975,Murugeshpalya,3,1600.0,2.0,65.0,170
7976,Thanisandra,3,1411.0,3.0,93.25,218
7977,Rayasandra,5,3600.0,5.0,145.0,198
7978,Jalahalli,3,2404.0,3.0,138.0,115
7979,Doddathoguru,3,1208.0,3.0,45.0,73
7980,Haralur Road,2,1225.0,2.0,69.84,93
7981,Hebbal,2,1162.0,2.0,69.0,95
7982,Thanisandra,3,1262.0,2.0,65.0,218
7983,others,2,1050.0,2.0,35.0,240
7984,Electronic City Phase II,2,1160.0,2.0,33.51,78
7985,Channasandra,3,1500.0,3.0,61.95,59
7986,others,3,1610.0,3.0,85.0,240
7987,Whitefield,2,1340.0,2.0,41.0,234
7988,Sarjapur  Road,3,2275.0,4.0,182.0,203
7989,Budigere,2,1162.0,2.0,58.0,55
7990,others,4,3150.0,3.0,135.0,240
7991,Hosa Road,2,1170.0,2.0,65.0,104
7992,Channasandra,3,1800.0,3.0,60.0,59
7993,Banashankari Stage VI,3,1423.0,2.0,71.73,33
7994,Kaggadasapura,2,1106.0,2.0,40.0,122
7995,others,2,1255.0,2.0,56.7,240
7996,Sarjapur  Road,3,1525.0,2.0,65.0,203
7997,Babusapalaya,2,1061.0,2.0,38.95,26
7998,others,2,600.0,2.0,29.5,240
7999,Electronic City Phase II,3,1400.0,2.0,40.45,78
8000,Domlur,3,2100.0,3.0,145.0,74
8001,ITPL,2,907.0,2.0,55.43,110
8002,Hennur Road,3,2047.0,3.0,67.55,99
8003,others,4,2597.0,4.0,189.0,240
8004,Bellandur,2,1211.0,2.0,63.0,43
8005,Hennur Road,3,1904.0,3.0,129.0,99
8006,Balagere,2,1205.0,2.0,73.87,28
8007,Yeshwanthpur,2,1164.0,2.0,64.08,239
8008,others,2,1410.0,2.0,73.0,240
8009,others,2,1150.0,2.0,42.0,240
8010,others,2,1170.0,2.0,53.11,240
8011,Hennur,2,1420.0,2.0,62.0,98
8012,Panathur,2,1125.0,2.0,45.0,186
8013,NRI Layout,3,1789.0,3.0,75.0,173
8014,Hulimavu,2,1021.0,2.0,76.0,108
8015,Kalena Agrahara,2,1222.0,2.0,48.0,125
8016,Hennur Road,3,1981.0,3.0,134.0,99
8017,Yelachenahalli,2,1103.0,2.0,55.0,235
8018,others,2,1201.0,2.0,65.0,240
8019,Sarjapur  Road,2,970.0,2.0,36.0,203
8020,Sarjapur,2,920.0,2.0,33.0,202
8021,Yeshwanthpur,3,1520.0,3.0,85.0,239
8022,Sonnenahalli,3,1268.0,2.0,75.0,213
8023,others,1,660.0,1.0,30.0,240
8024,Harlur,3,1755.0,3.0,115.0,94
8025,Hoskote,2,945.0,2.0,35.0,106
8026,8th Phase JP Nagar,1,500.0,1.0,33.0,8
8027,Harlur,4,2820.0,4.0,153.5,94
8028,Rachenahalli,2,1167.0,2.0,37.5,192
8029,Domlur,2,1276.0,2.0,80.0,74
8030,Thanisandra,2,1234.0,2.0,51.0,218
8031,Lakshminarayana Pura,2,1180.0,2.0,75.0,157
8032,ISRO Layout,3,1370.0,2.0,87.0,109
8033,Electronic City,3,1400.0,3.0,90.0,77
8034,others,2,1050.0,2.0,40.0,240
8035,Ramagondanahalli,2,1251.0,2.0,46.0,196
8036,Yeshwanthpur,3,1677.0,3.0,92.13,239
8037,Sarjapur  Road,2,1346.0,2.0,67.38,203
8038,Electronic City Phase II,2,1090.0,2.0,31.48,78
8039,Kanakapura,3,1290.0,2.0,51.1,130
8040,Sarjapur  Road,3,1881.0,3.0,145.0,203
8041,Garudachar Palya,2,1150.0,2.0,52.0,82
8042,Kanakpura Road,3,1200.0,2.0,42.0,131
8043,others,2,950.0,2.0,65.0,240
8044,Ramamurthy Nagar,2,1050.0,2.0,51.66,197
8045,Hoodi,3,1660.0,3.0,131.0,100
8046,Nagavarapalya,2,1134.0,2.0,55.0,177
8047,Hebbal,2,1100.0,2.0,60.0,95
8048,Anekal,2,1200.0,2.0,36.1,18
8049,others,3,980.0,3.0,80.0,240
8050,others,2,1080.0,2.0,37.8,240
8051,CV Raman Nagar,1,705.0,2.0,50.0,56
8052,others,3,1200.0,2.0,35.0,240
8053,Anandapura,2,1200.0,2.0,50.0,16
8054,Talaghattapura,3,1804.0,3.0,127.0,217
8055,Battarahalli,2,1090.0,2.0,38.37,40
8056,Electronic City,3,1287.0,3.0,55.0,77
8057,Thigalarapalya,3,2215.0,4.0,157.0,219
8058,Sarjapur  Road,2,1045.0,2.0,42.15,203
8059,Hormavu,2,1263.0,2.0,47.36,103
8060,Whitefield,3,1431.0,3.0,85.0,234
8061,Dommasandra,2,999.0,2.0,32.9,75
8062,Vittasandra,3,1650.0,3.0,85.5,233
8063,others,3,1535.0,3.0,72.0,240
8064,Marathahalli,4,2524.0,5.0,180.0,165
8065,Kanakpura Road,3,1300.0,3.0,69.0,131
8066,7th Phase JP Nagar,3,2095.0,3.0,150.0,7
8067,others,2,1265.0,2.0,68.0,240
8068,Kudlu Gate,2,1215.0,2.0,44.96,152
8069,Yelahanka New Town,2,2200.0,2.0,180.0,237
8070,Electronics City Phase 1,2,1028.0,2.0,51.0,79
8071,Hegde Nagar,3,1835.0,2.0,92.0,97
8072,Munnekollal,3,1800.0,3.0,65.0,169
8073,Sarjapur  Road,4,2880.0,3.0,211.0,203
8074,Dasanapura,2,708.0,2.0,31.15,66
8075,Hosakerehalli,2,925.0,2.0,46.25,105
8076,Bannerghatta Road,3,2826.0,3.0,148.0,37
8077,Kanakpura Road,1,458.0,1.0,33.66,131
8078,others,4,3500.0,4.0,150.0,240
8079,others,4,5400.0,4.0,250.0,240
8080,Amruthahalli,3,1450.0,2.0,90.0,15
8081,Kasavanhalli,2,1100.0,2.0,65.0,134
8082,Kadubeesanahalli,2,1185.0,2.0,55.0,120
8083,9th Phase JP Nagar,4,1900.0,4.0,80.0,9
8084,TC Palaya,2,1200.0,2.0,70.0,216
8085,others,1,660.0,1.0,35.0,240
8086,Ambedkar Nagar,3,1920.0,4.0,121.0,14
8087,Sarjapur  Road,4,3418.0,2.0,222.0,203
8088,1st Phase JP Nagar,4,4550.0,2.0,240.0,1
8089,Bhoganhalli,2,1205.0,2.0,68.32,46
8090,Haralur Road,2,1200.0,2.0,46.0,93
8091,Akshaya Nagar,3,1421.0,2.0,73.0,12
8092,6th Phase JP Nagar,3,1250.0,3.0,48.9,6
8093,Whitefield,1,524.0,1.0,29.0,234
8094,HSR Layout,5,4200.0,5.0,245.0,92
8095,Thubarahalli,3,1540.0,3.0,90.0,220
8096,Sarjapur  Road,2,984.0,2.0,45.91,203
8097,Rachenahalli,2,985.0,2.0,50.17,192
8098,Whitefield,4,2830.0,4.0,161.0,234
8099,others,2,1140.0,2.0,60.0,240
8100,5th Block Hbr Layout,5,3600.0,5.0,130.0,4
8101,Begur Road,3,1410.0,2.0,44.42,42
8102,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0,193
8103,Devanahalli,2,1360.0,2.0,62.425,68
8104,Dasarahalli,2,1333.0,2.0,86.65,67
8105,Electronic City,2,1258.0,2.0,85.5,77
8106,others,3,1458.0,2.0,87.0,240
8107,Electronic City,2,1386.0,2.0,85.0,77
8108,Electronic City Phase II,2,1140.0,2.0,32.92,78
8109,Electronic City,1,550.0,1.0,27.0,77
8110,Lakshminarayana Pura,2,1200.0,2.0,83.0,157
8111,others,2,1081.0,2.0,39.0,240
8112,Whitefield,4,2135.0,3.0,149.0,234
8113,Whitefield,4,2500.0,4.0,100.0,234
8114,others,2,1178.0,2.0,80.0,240
8115,Devarachikkanahalli,2,991.0,2.0,40.0,69
8116,Gottigere,3,1493.0,2.0,90.0,85
8117,Subramanyapura,3,2495.0,3.0,130.0,214
8118,Kammasandra,2,1080.0,2.0,31.99,129
8119,Dasanapura,2,814.0,2.0,53.0,66
8120,Electronic City,2,1025.0,2.0,50.0,77
8121,Bannerghatta Road,2,1115.0,2.0,61.0,37
8122,Whitefield,4,3075.0,2.0,188.0,234
8123,others,2,1175.0,2.0,52.86,240
8124,KR Puram,2,1100.0,2.0,45.0,119
8125,Banashankari,2,1450.0,2.0,50.75,29
8126,6th Phase JP Nagar,3,1810.0,3.0,131.0,6
8127,others,3,1426.0,2.0,71.0,240
8128,Sector 7 HSR Layout,3,2400.0,2.0,195.0,206
8129,Kalyan nagar,2,1100.0,2.0,70.0,126
8130,Electronic City Phase II,1,650.0,1.0,35.0,78
8131,Old Madras Road,3,1350.0,3.0,47.25,183
8132,Kaikondrahalli,2,900.0,2.0,27.0,124
8133,Billekahalli,2,1360.0,2.0,110.0,47
8134,Yeshwanthpur,1,674.0,1.0,36.85,239
8135,Whitefield,3,1655.0,3.0,110.0,234
8136,others,2,1300.0,2.0,95.0,240
8137,others,1,936.0,1.0,53.0,240
8138,others,2,1277.0,2.0,92.0,240
8139,others,2,1200.0,2.0,54.0,240
8140,Hormavu,2,1015.0,2.0,39.08,103
8141,Budigere,2,1153.0,2.0,60.0,55
8142,Kengeri,2,1035.0,2.0,51.5,139
8143,KR Puram,5,3300.0,3.0,255.0,119
8144,Uttarahalli,2,1150.0,2.0,46.0,225
8145,Malleshwaram,2,1020.0,2.0,80.0,164
8146,8th Phase JP Nagar,2,1160.0,2.0,95.0,8
8147,Bisuvanahalli,3,1075.0,2.0,31.0,49
8148,Brookefield,2,1225.0,2.0,72.0,54
8149,others,3,1350.0,3.0,60.0,240
8150,Kanakpura Road,3,1300.0,3.0,69.0,131
8151,Channasandra,2,830.0,2.0,36.28,59
8152,Hennur Road,2,1155.0,2.0,69.18,99
8153,Jalahalli,2,905.0,2.0,55.0,115
8154,Vijayanagar,3,1375.0,2.0,75.0,230
8155,Electronic City,2,1140.0,2.0,33.84,77
8156,Hormavu,3,1550.0,2.0,60.0,103
8157,Kannamangala,2,957.0,2.0,55.0,132
8158,9th Phase JP Nagar,2,890.0,2.0,45.0,9
8159,KR Puram,4,3000.0,4.0,235.0,119
8160,Electronic City,2,1070.0,2.0,55.0,77
8161,others,5,2400.0,5.0,150.0,240
8162,Rachenahalli,2,925.0,2.0,37.0,192
8163,Kammasandra,2,1415.0,2.0,60.0,129
8164,Thanisandra,2,1225.0,2.0,37.0,218
8165,Hennur Road,4,2000.0,4.0,90.0,99
8166,Whitefield,1,840.0,1.0,57.0,234
8167,Thanisandra,3,1732.0,3.0,112.0,218
8168,Parappana Agrahara,1,1200.0,1.0,45.0,187
8169,Bhoganhalli,2,1260.0,2.0,69.9,46
8170,others,2,1092.0,2.0,49.0,240
8171,others,2,827.0,2.0,34.0,240
8172,Horamavu Banaswadi,2,1357.0,2.0,54.0,102
8173,Chamrajpet,2,650.0,1.0,40.0,57
8174,7th Phase JP Nagar,3,1370.0,2.0,54.79,7
8175,Whitefield,3,1725.0,3.0,106.0,234
8176,Jalahalli,2,1000.0,2.0,70.0,115
8177,TC Palaya,1,1350.0,1.0,55.0,216
8178,Bellandur,3,1717.0,3.0,110.0,43
8179,Kanakpura Road,2,700.0,2.0,34.0,131
8180,others,2,800.0,2.0,32.0,240
8181,Sonnenahalli,3,1415.0,2.0,65.0,213
8182,7th Phase JP Nagar,3,1976.0,3.0,145.0,7
8183,Kambipura,2,883.0,2.0,37.01,127
8184,Yelahanka,1,700.0,1.0,38.0,236
8185,Sarjapur,3,1445.0,3.0,50.0,202
8186,Battarahalli,3,2082.0,3.0,104.0,40
8187,HSR Layout,2,1140.0,2.0,46.0,92
8188,Thanisandra,2,933.0,2.0,66.0,218
8189,Electronic City Phase II,2,1155.0,2.0,57.0,78
8190,Whitefield,2,1130.0,2.0,36.0,234
8191,Bannerghatta,2,1200.0,2.0,73.2,36
8192,others,2,1055.0,2.0,43.0,240
8193,Rajaji Nagar,3,1555.0,3.0,125.0,194
8194,Bellandur,3,1420.0,3.0,62.0,43
8195,Devanahalli,1,658.0,1.0,26.91,68
8196,KR Puram,2,1035.0,2.0,40.0,119
8197,Begur Road,2,1200.0,2.0,44.0,42
8198,Yelahanka New Town,1,488.0,1.0,20.0,237
8199,others,5,2760.0,5.0,140.0,240
8200,others,2,993.0,2.0,42.0,240
8201,Hoodi,2,1225.0,2.0,45.0,100
8202,TC Palaya,2,900.0,2.0,55.0,216
8203,Sompura,2,825.0,2.0,32.0,212
8204,Electronic City Phase II,3,1800.0,3.0,92.0,78
8205,Kanakpura Road,2,1167.0,2.0,63.0,131
8206,Sarjapur,2,1150.0,2.0,41.0,202
8207,others,1,650.0,1.0,50.0,240
8208,Sarjapur  Road,1,675.0,1.0,27.0,203
8209,others,2,2260.0,3.0,90.0,240
8210,others,1,720.0,1.0,32.39,240
8211,Yelahanka New Town,2,1100.0,2.0,58.0,237
8212,Uttarahalli,3,1330.0,2.0,58.0,225
8213,others,6,2400.0,5.0,75.0,240
8214,Banashankari,3,1770.0,3.0,108.0,29
8215,Prithvi Layout,3,2100.0,3.0,125.0,190
8216,Pai Layout,2,1000.0,2.0,42.0,185
8217,Ramamurthy Nagar,4,2916.0,5.0,230.0,197
8218,Kanakpura Road,3,1419.59,2.0,65.0,131
8219,Kodihalli,3,1400.0,3.0,81.0,145
8220,Horamavu Agara,2,750.0,2.0,37.49,101
8221,Bannerghatta,2,1070.0,2.0,87.0,36
8222,Kannamangala,3,1536.0,3.0,107.0,132
8223,JP Nagar,3,2400.0,3.0,196.0,113
8224,Sarjapur  Road,3,1773.5,2.0,102.92,203
8225,Electronic City,2,1342.0,2.0,72.0,77
8226,others,3,1600.0,3.0,130.0,240
8227,Kanakapura,1,938.0,1.0,50.0,130
8228,Budigere,3,1820.0,3.0,99.0,55
8229,Bhoganhalli,4,2439.0,4.0,170.0,46
8230,Kanakpura Road,3,1665.0,3.0,78.0,131
8231,Basavangudi,3,1850.0,3.0,150.0,38
8232,Bommanahalli,2,1091.0,2.0,40.0,50
8233,Sarjapur  Road,2,1346.0,2.0,74.03,203
8234,Brookefield,4,3675.0,4.0,176.0,54
8235,JP Nagar,2,1060.0,2.0,33.95,113
8236,Whitefield,2,1059.0,2.0,57.0,234
8237,Hebbal,2,1299.0,2.0,97.0,95
8238,Yelahanka,3,1491.0,3.0,85.0,236
8239,Basaveshwara Nagar,2,1200.0,2.0,85.0,39
8240,Yelahanka,4,2088.0,5.0,110.0,236
8241,Hulimavu,1,581.0,1.0,29.0,108
8242,others,2,1296.0,2.0,70.0,240
8243,others,2,1125.0,2.0,55.0,240
8244,Electronic City,3,1275.0,3.0,70.0,77
8245,Kothanur,2,1095.0,2.0,55.0,150
8246,Old Madras Road,2,1330.0,2.0,74.0,183
8247,Marathahalli,2,1135.0,2.0,60.0,165
8248,Whitefield,1,516.0,1.0,39.0,234
8249,others,2,1194.0,2.0,51.0,240
8250,Electronic City,2,770.0,1.0,38.0,77
8251,Chikkalasandra,3,1355.0,3.0,54.2,62
8252,Harlur,4,2569.0,4.0,175.0,94
8253,Whitefield,2,1116.0,2.0,51.91,234
8254,Bhoganhalli,3,1707.0,3.0,115.0,46
8255,Sultan Palaya,2,1070.0,2.0,49.0,215
8256,Whitefield,4,6000.0,4.0,410.0,234
8257,Tumkur Road,3,1240.0,2.0,83.0,223
8258,JP Nagar,2,1300.0,2.0,91.65,113
8259,Ambalipura,2,1700.0,2.0,76.0,13
8260,Yeshwanthpur,3,1383.0,2.0,76.18,239
8261,others,5,3000.0,4.0,170.0,240
8262,Electronic City,2,1200.0,2.0,34.65,77
8263,Hulimavu,2,935.0,2.0,45.0,108
8264,Thigalarapalya,3,2072.0,4.0,151.0,219
8265,Jalahalli,1,615.0,1.0,46.0,115
8266,KR Puram,2,1116.0,2.0,45.0,119
